id,type,name,yearpublished,minplayers,maxplayers,playingtime,minplaytime,maxplaytime,minage,users_rated,average_rating,bayes_average_rating,total_owners,total_traders,total_wanters,total_wishers,total_comments,total_weights,average_weight
102898,boardgame,Sewer Pirats,2012,2,5,60,30,60,10,542,6.77416,6.04963,935,45,38,128,165,38,2.1316
4553,boardgame,Attribute,2002,3,8,30,30,30,8,1004,6.4357,6.04917,1100,77,49,176,455,117,1.1795
174660,boardgame,New York 1901,2015,2,4,45,45,45,8,337,7.28612,6.04917,765,8,230,857,97,39,2.2051
3452,boardgame,Emerald,2002,2,5,45,45,45,10,1174,6.37132,6.04884,1415,87,55,121,454,130,1.6846
2795,boardgame,Car Wars,1981,2,8,45,45,45,10,1705,6.32083,6.04876,3216,147,30,134,740,186,3.0914
2539,boardgame,Urland,2001,3,5,90,90,90,12,674,6.60735,6.04857,978,44,56,112,225,71,2.5634
42142,boardgame,Doctor Who: Solitaire Story Game,2009,1,1,45,45,45,11,248,8.1825,6.04841,425,2,24,196,129,44,2.5682
21287,boardgame,Bison: Thunder on the Prairie,2006,2,4,90,90,90,10,1087,6.41261,6.04768,1725,144,46,145,432,151,2.7152
6795,boardgame,Battleball,2003,2,2,45,45,45,8,1793,6.29836,6.04763,3260,499,39,88,980,229,1.5066
1293,boardgame,Boggle,1972,1,8,10,10,10,8,4586,6.18772,6.0475,6111,173,10,68,1465,429,1.5361
29602,boardgame,Okko: Era of the Asagiri,2008,2,2,45,45,45,12,589,6.78189,6.04646,1484,94,38,209,198,87,2.1839
124380,boardgame,Ladies & Gentlemen,2013,4,10,30,30,30,14,689,6.62032,6.04628,1420,47,166,598,172,35,1.9714
143175,boardgame,Kashgar: Hndler der Seidenstrae,2013,2,4,45,45,45,12,340,7.13511,6.04604,497,26,72,251,81,27,2.3333
7929,boardgame,Dungeons & Dragons Miniatures,2003,2,2,60,60,60,12,958,6.5374,6.04586,1509,58,61,59,367,116,2.5603
34599,boardgame,Toledo,2008,2,4,60,45,60,10,1509,6.30385,6.04512,1846,132,36,178,486,189,2.1958
9825,boardgame,Early American Chrononauts,2004,1,6,45,45,45,11,697,6.64565,6.04509,1504,45,40,114,187,69,1.8116
1821,boardgame,Grant Takes Command,2001,2,2,120,120,120,12,208,7.9335,6.04503,645,12,69,113,96,43,3.6512
35248,boardgame,Batavia,2008,3,5,60,45,60,10,864,6.52181,6.04341,1223,105,35,144,287,96,2.4271
17804,boardgame,Dungeons & Dragons Basic Game,2004,2,5,90,90,90,12,595,6.7547,6.04325,1338,49,12,66,194,56,3.0536
119337,boardgame,Aeroplanes: Aviation Ascendant,2012,3,5,120,120,120,14,563,6.71141,6.04294,806,48,62,202,216,72,2.9444
22287,boardgame,Buccaneer,2006,3,5,30,30,30,8,1444,6.30093,6.0427,1745,92,44,149,498,203,1.5764
18289,boardgame,Key Largo,2005,3,5,45,45,45,10,682,6.60903,6.04199,1064,65,58,198,219,64,2.0469
105624,boardgame,Poseidon's Kingdom,2011,2,4,45,45,45,10,416,6.91918,6.04151,689,21,98,244,175,31,2.4516
14188,boardgame,Bughouse Chess,1960,4,4,10,10,10,10,266,7.46271,6.04067,135,0,3,16,135,34,2.8235
1800,boardgame,Mythos,1996,1,10,45,45,45,10,685,6.65113,6.04033,1273,123,41,67,279,76,2.5263
4206,boardgame,Roads to Gettysburg,1993,2,2,180,180,180,12,229,7.72813,6.04028,684,12,66,112,105,45,3.4222
14683,boardgame,Men of Iron,2005,2,2,180,180,180,12,460,6.88371,6.03979,1188,41,55,166,259,92,2.7283
22198,boardgame,Great Wall of China,2006,2,5,30,30,30,10,1704,6.25478,6.03953,2149,188,35,132,638,235,1.8681
1107,boardgame,Nyet!,1997,3,5,30,30,30,10,469,6.81042,6.03931,532,18,40,110,148,49,1.9184
247,boardgame,Gloria Picktoria,1996,2,5,45,45,45,10,905,6.44139,6.03927,1571,109,26,85,386,104,1.4808
139992,boardgame,Kaosball: The Fantasy Sport of Total Domination,2014,2,4,60,60,60,13,340,7.23529,6.03909,870,35,83,286,103,31,2.5484
33434,boardgame,Funkenschlag: EnBW,2007,2,6,120,120,120,0,153,8.36451,6.03889,273,9,25,64,61,16,3.1875
293,boardgame,Bamboleo,1996,2,7,30,30,30,6,1050,6.40797,6.03821,992,40,112,230,361,87,1.1839
31954,boardgame,A Victory Denied,2009,2,2,360,360,360,0,280,7.4362,6.03776,1020,32,57,175,133,41,2.6585
24565,boardgame,Magical Athlete,2002,4,5,60,60,60,9,756,6.55489,6.03765,928,32,102,245,295,77,1.3117
68,boardgame,Successors (second edition),1997,2,4,180,180,180,12,418,7.00908,6.03624,732,45,36,54,159,63,3.1905
112869,boardgame,Munchkin Apocalypse,2012,3,6,90,90,90,10,523,6.91637,6.03576,1457,36,12,122,94,29,2.2414
155463,boardgame,DC Comics Deck-Building Game: Forever Evil,2014,2,5,0,0,0,0,289,7.44851,6.03573,798,8,58,146,64,20,2.6
92120,boardgame,Atlantis Rising,2012,2,6,60,60,60,13,620,6.67263,6.03561,955,39,227,826,225,50,2.56
29581,boardgame,Tomb,2008,1,6,90,90,90,12,1217,6.36643,6.03537,1480,105,99,432,434,159,2.6352
32114,boardgame,Merchants,2007,2,4,30,30,30,12,642,6.61533,6.03446,909,38,24,68,212,94,1.7021
9028,boardgame,Tongiaki,2004,2,6,45,45,45,10,2075,6.23568,6.03446,2410,227,43,141,850,255,1.9569
80979,boardgame,Fortuna,2011,2,4,60,60,60,10,616,6.62819,6.03434,911,52,47,183,166,64,2.4375
24,boardgame,Twilight Imperium,1997,2,6,240,240,240,12,644,6.69664,6.03431,756,61,35,60,284,50,3.48
1459,boardgame,Sharp Shooters,1994,2,6,10,10,10,10,951,6.43075,6.03298,1601,185,18,47,406,110,1.2818
66424,boardgame,Dungeon Run,2011,1,6,60,60,60,9,1268,6.38769,6.03292,1815,140,197,956,416,78,2.2051
6778,boardgame,The Settlers of Zarahemla,2003,2,4,90,90,90,12,441,6.96003,6.03277,651,59,23,75,191,49,2.551
29259,boardgame,Axis & Allies:  Guadalcanal,2007,2,2,120,120,120,10,507,6.8955,6.03231,1212,64,49,124,186,57,2.5088
2290,boardgame,Ghosts!,1980,2,2,15,15,15,6,1036,6.40267,6.03198,1300,49,47,120,353,112,1.3214
38032,boardgame,Byzanz,2008,3,6,45,45,45,8,663,6.57699,6.0319,787,23,37,104,187,73,1.6027
84465,boardgame,Ottoman Sunset,2010,1,1,30,30,30,12,292,7.43699,6.02943,611,17,64,193,145,49,1.9184
142039,boardgame,Lost Legacy,2013,2,6,30,20,30,10,646,6.62022,6.0294,933,13,94,432,199,52,1.3269
6581,boardgame,Korea: The Forgotten War,2003,2,2,360,360,360,16,188,8.08229,6.02939,705,9,62,156,100,38,4.2105
134253,boardgame,Hostage Negotiator,2015,1,1,20,20,20,13,259,7.47992,6.02885,790,17,114,372,131,34,2.0588
150926,boardgame,Roll Through the Ages: The Iron Age,2014,1,4,60,40,60,10,424,6.87809,6.02884,907,27,113,383,142,39,2.2051
257,boardgame,Kill Doctor Lucky,1996,3,7,45,45,45,12,4648,6.16558,6.0285,6581,265,90,493,1532,490,1.6531
2748,boardgame,"Thirty Years War: Europe in Agony, 1618-1648",2001,2,2,360,360,360,14,537,6.77359,6.02808,1113,22,57,114,221,95,3.1158
19,boardgame,Wacky Wacky West,1991,2,4,45,30,45,9,1335,6.32348,6.02786,2093,142,50,122,433,145,1.8414
113293,boardgame,Article 27: The UN Security Council Game,2012,3,6,30,30,30,10,583,6.667,6.02777,729,46,102,326,188,41,2.0976
2998,boardgame,Reds! The Russian Civil War 1918-1921,2001,1,2,360,360,360,12,314,7.28066,6.02748,972,31,35,95,139,59,3
1545,boardgame,Flowerpower,2001,1,2,30,30,30,8,620,6.60366,6.0265,692,9,214,316,290,63,1.5079
6366,boardgame,Dungeons & Dragons: The Fantasy Adventure Board Game,2003,2,5,60,60,60,10,1110,6.47024,6.02641,2214,88,122,266,367,128,2.1641
4529,boardgame,Hellas,2002,2,2,60,45,60,12,1851,6.24203,6.02629,2881,189,112,352,813,226,2.0531
40531,boardgame,Cosmic Encounter,2000,2,4,60,60,60,0,1004,6.42191,6.02626,1879,223,19,46,349,83,2.3253
97803,boardgame,Penny Arcade: The Game  Gamers vs. Evil,2011,2,4,30,30,30,15,683,6.6399,6.02599,1129,59,27,122,192,54,2.2407
39328,boardgame,Baltic Gap,2009,2,2,240,240,240,0,171,8.20987,6.02469,750,17,39,95,99,41,4.1951
3548,boardgame,Assault on Hoth: The Empire Strikes Back,1988,2,2,90,90,90,12,394,7.01502,6.02443,726,26,158,209,176,60,2.1333
154634,boardgame,Yardmaster,2014,2,4,20,20,20,8,639,6.60866,6.02443,1525,49,47,195,199,50,1.28
17970,boardgame,Axis & Allies Miniatures,2005,2,2,60,60,60,10,1002,6.51872,6.02441,1546,104,45,66,432,173,2.2775
127095,boardgame,Origin,2013,2,4,60,45,60,8,457,6.81915,6.02366,725,27,71,245,146,38,2.1316
17053,boardgame,Sleeping Queens,2005,2,5,10,10,10,8,1052,6.43192,6.02366,2031,63,24,122,414,110,1.0545
7935,boardgame,1844: Switzerland,2003,3,7,300,300,300,12,145,8.49897,6.02281,163,0,81,154,56,18,4.3889
25823,boardgame,Cartagena 2. The Pirate's Nest,2006,2,5,45,45,45,8,749,6.50541,6.02253,1029,37,32,126,260,84,1.5833
1677,boardgame,Knightmare Chess 2,1998,2,2,60,60,60,10,551,6.75054,6.02242,1093,57,22,49,182,42,2.8095
4214,boardgame,Stonewall in the Valley,1995,2,2,180,180,180,12,241,7.62716,6.02214,797,20,37,65,104,36,3.3333
6281,boardgame,Eketorp,2003,3,6,60,45,60,10,1061,6.37497,6.02192,1216,62,45,180,364,143,2.0699
7062,boardgame,Smarty Party!,2003,3,8,45,45,45,13,573,6.64623,6.02167,595,12,25,104,258,75,1.4133
156548,boardgame,Super Dungeon Explore: Forgotten King,2015,1,6,120,90,120,0,217,7.86009,6.02165,1108,20,71,188,90,22,2.9545
26055,boardgame,Twilight Imperium (second edition),2000,2,6,240,240,240,12,412,6.94956,6.02126,702,68,17,33,131,47,3.4894
23953,boardgame,Outside the Scope of BGG,0,0,0,0,0,0,0,480,6.77823,6.02125,1771,727,138,99,837,84,1.5952
125924,boardgame,Clubs,2013,2,6,30,30,30,8,534,6.71944,6.0208,980,41,35,110,199,44,1.4545
545,boardgame,Kaleidos,1995,2,12,60,60,60,10,475,6.79321,6.02051,540,6,59,101,126,40,1.275
3475,boardgame,Shadowfist,1995,2,7,60,60,60,10,375,7.10212,6.02048,567,63,34,43,154,43,2.5581
95,boardgame,Igel rgern,1990,2,6,30,30,30,8,917,6.417,6.01983,944,23,59,106,327,117,1.3932
22237,boardgame,Hart an der Grenze,2006,3,6,40,40,40,10,845,6.4575,6.01945,759,18,121,268,298,111,1.4054
3464,boardgame,Melee,1977,2,2,15,15,15,10,450,6.89716,6.01921,807,14,39,80,217,49,2.2449
142830,boardgame,Chaosmos,2015,2,4,60,60,60,12,290,7.51806,6.01906,642,15,89,336,120,26,2.7308
2162,boardgame,"Warhammer 40,000",1993,2,6,120,30,120,17,1750,6.35964,6.01899,2602,94,37,42,617,190,3.4632
85769,boardgame,Panzer (second edition),2012,2,4,0,0,0,0,214,7.88528,6.01861,737,16,81,169,97,51,3.6471
33643,boardgame,Whoowasit?,2007,2,4,45,30,45,6,358,7.0212,6.01846,637,24,42,101,123,38,1.4211
911,boardgame,Empires of the Middle Ages,1980,1,6,240,240,240,14,334,7.12693,6.01823,802,26,98,203,178,50,3.64
4985,boardgame,Warmaster,2000,2,2,120,120,120,12,377,7.07345,6.01795,647,30,14,21,156,55,2.9273
5534,boardgame,Light Speed,2003,2,5,10,10,10,10,1114,6.35778,6.01739,1539,64,55,207,512,144,1.1597
14080,boardgame,The Mighty Endeavor,2005,1,2,360,360,360,12,272,7.33772,6.01649,910,31,45,111,171,57,2.9123
146130,boardgame,Coin Age,2013,2,2,15,15,15,0,1126,6.37195,6.01635,3916,253,22,163,511,113,1.3009
23,boardgame,Divine Right,1979,2,6,360,360,360,12,459,6.93575,6.01585,838,47,104,159,248,67,3.1343
31545,boardgame,Pow Wow,2006,3,8,30,30,30,0,526,6.68264,6.0155,503,22,47,98,184,52,1.1538
147930,boardgame,King & Assassins,2013,2,2,30,30,30,10,347,7.17511,6.01549,455,10,86,320,86,38,1.8158
37696,boardgame,The Stars Are Right,2008,2,4,55,55,55,12,995,6.39756,6.01534,1513,60,35,194,278,86,2.5
148291,boardgame,Trieste,2013,3,3,25,25,25,13,419,6.88771,6.01491,658,38,109,385,112,23,2.1304
357,boardgame,Excape,1998,3,6,30,30,30,8,1243,6.30582,6.01469,1147,25,136,281,488,142,1.1479
19947,boardgame,Ark,2005,3,5,45,45,45,8,1243,6.30097,6.01457,1647,107,43,132,494,193,2.1969
10383,boardgame,Risk: Godstorm,2004,2,5,120,120,120,10,1841,6.31552,6.01442,3340,288,37,196,610,211,2.6588
165950,boardgame,Beasty Bar,2014,2,4,20,20,20,8,474,6.79013,6.01421,707,13,38,150,118,40,1.45
1002,boardgame,Cosmic Eidex,1998,3,3,60,60,60,10,399,6.90503,6.01374,795,41,53,101,200,51,2.6863
31920,boardgame,Munchkin Booty,2008,3,6,90,90,90,10,1240,6.435,6.01369,2663,95,22,168,225,75,1.8933
84889,boardgame,Cave Evil,2011,2,4,180,180,180,16,214,7.86264,6.01353,528,13,123,337,129,36,3.4444
15157,boardgame,Amazonas,2005,3,4,50,50,50,10,1024,6.38042,6.0135,1272,98,73,190,422,119,2.1429
1830,boardgame,Nippon Rails,1992,2,4,240,120,240,10,463,6.84771,6.01255,802,33,32,64,189,49,2.6531
69120,boardgame,Cadwallon: City of Thieves,2010,2,4,45,45,45,10,1213,6.37393,6.01254,2122,122,112,570,361,98,2.2245
29256,boardgame,Origins:  How We Became Human,2007,2,5,180,180,180,0,458,6.79705,6.01227,748,23,161,385,230,86,3.814
62853,boardgame,JAB: Realtime Boxing,2011,2,2,15,15,15,10,837,6.45382,6.01227,1561,231,26,157,357,55,1.7636
147116,boardgame,The Witcher Adventure Game,2014,2,4,120,120,120,16,706,6.63052,6.01194,1135,25,111,703,175,69,2.3768
109969,boardgame,Mutant Meeples,2012,2,7,45,45,45,8,486,6.76179,6.01168,962,40,36,170,162,36,2.5278
91534,boardgame,The Struggle for Catan,2011,2,4,45,45,45,10,1305,6.31447,6.01073,2861,178,19,87,318,107,1.6449
5336,boardgame,Talisman (third edition),1994,2,8,120,120,120,9,1318,6.37958,6.01053,1762,94,44,94,441,137,2.0949
4047,boardgame,Across 5 Aprils,1992,2,2,180,180,180,12,375,6.97455,6.01051,708,24,41,73,210,51,2.3725
1552,boardgame,Illuminati: New World Order,1994,2,8,120,120,120,12,1103,6.36903,6.00981,2082,177,45,77,403,98,2.8673
88513,boardgame,Chicken Caesar,2012,3,6,90,90,90,12,411,6.91299,6.00969,704,33,78,239,161,36,2.75
2535,boardgame,Valley of the Mammoths,1991,3,6,180,180,180,12,959,6.41339,6.0093,1349,64,47,129,340,115,2.5478
8552,boardgame,I Go!,2003,2,4,30,30,30,8,880,6.4189,6.00923,1129,46,39,94,412,138,1.4928
39832,boardgame,Sumeria,2009,3,4,60,30,60,10,595,6.60617,6.009,904,84,33,113,259,87,2.2644
37728,boardgame,Rock the Beat,2008,4,12,30,30,30,8,824,6.44528,6.00855,1237,27,14,86,199,77,1.0649
65225,boardgame,Road Kill Rally,2010,3,6,90,90,90,12,733,6.51962,6.00832,1516,151,30,148,265,77,2.039
116858,boardgame,Noah,2012,2,5,30,30,30,7,627,6.60847,6.0078,956,12,31,132,109,48,1.3125
36887,boardgame,Waterloo,2009,2,2,180,180,180,13,344,7.04535,6.00772,844,33,77,181,192,59,3.2542
20295,boardgame,WeyKick,2001,2,4,10,10,10,3,356,6.98272,6.00733,213,1,64,148,118,34,1.0294
19358,boardgame,Western Town,2005,2,4,90,45,90,12,288,7.2592,6.00715,525,35,35,163,92,35,3.4571
27680,boardgame,1936: Guerra Civil,2006,2,2,45,45,45,12,249,7.68337,6.00709,389,5,21,75,66,47,2.9362
107704,boardgame,Fief,2011,3,6,120,120,120,12,235,7.60681,6.00699,355,16,23,149,62,34,3.5882
1323,boardgame,Cry Havoc,1981,2,2,90,90,90,12,518,6.7526,6.00681,903,41,38,77,169,51,2.2353
5651,boardgame,The Longest Day,1979,2,8,5400,5400,5400,12,334,7.24362,6.0063,720,34,55,95,175,72,4.1667
125050,boardgame,Pay Dirt,2014,2,5,90,90,90,13,333,7.0748,6.00607,756,33,91,343,150,42,2.5714
35935,boardgame,Day & Night,2008,2,2,45,45,45,10,634,6.60737,6.00576,758,55,65,298,249,66,2.4545
8207,boardgame,Dungeoneer: Vault of the Fiends,2003,2,4,30,30,30,12,1066,6.36757,6.0055,2179,135,36,112,316,99,2.2222
670,boardgame,Starship Troopers,1976,1,2,120,120,120,12,935,6.42903,6.00527,2550,202,42,116,454,128,3.0703
32989,boardgame,Axis Empires: Totaler Krieg!,2011,1,3,3600,3600,3600,12,150,8.515,6.00519,454,16,46,169,64,36,4.3889
128698,boardgame,Vampire Empire,2012,2,2,30,30,30,10,370,6.99082,6.00384,701,33,31,144,109,33,2.1212
21464,boardgame,California,2006,2,5,60,60,60,10,1260,6.2827,6.00374,1743,277,26,124,579,182,1.7967
41003,boardgame,Keltis: Der Weg der Steine Mitbringspiel,2009,2,4,15,15,15,7,764,6.4299,6.00303,1082,29,25,46,210,91,1.2857
40107,boardgame,Soviet Dawn,2009,1,1,60,60,60,12,333,7.0997,6.00287,853,32,42,125,183,67,1.5821
1036,boardgame,Speculation,1992,3,6,45,45,45,10,445,6.773,6.00282,690,23,80,201,136,40,2
6663,boardgame,Lunar Rails,2003,2,6,240,180,240,10,437,6.84479,6.0027,746,28,31,85,176,53,2.7925
69601,boardgame,1880: China,2010,3,7,300,300,300,13,147,8.3398,6.00258,155,1,70,114,48,21,4.2857
46807,boardgame,Infinite City,2009,2,6,45,45,45,10,1547,6.24833,6.00232,1666,114,76,313,512,155,1.8903
854,boardgame,Doge,2000,3,4,45,45,45,12,656,6.54457,6.00177,1078,98,27,76,247,67,2.5672
21754,boardgame,Nottingham,2006,3,7,30,30,30,10,1254,6.27659,6.00163,1681,171,35,108,452,163,1.5951
40603,boardgame,Incursion,2009,2,2,120,120,120,0,294,7.76908,6.00083,758,47,69,255,135,33,2.6667
943,boardgame,Ligretto,1988,2,4,10,10,10,8,1937,6.26162,6.00044,3001,91,20,82,635,239,1.205
4209,boardgame,Monza,2000,2,6,10,10,10,5,631,6.57674,6.00044,1099,21,67,163,256,68,1.0294
713,boardgame,Nuclear War,1965,2,6,60,60,60,10,2346,6.20934,6.00034,2991,139,68,245,901,257,1.4514
111502,boardgame,Star Trek Deck Building Game: The Next Generation  The Next Phase,2012,2,4,90,90,90,13,367,7.02071,6.00024,1165,83,19,72,87,20,2.45
392,boardgame,Brawl,1999,2,7,15,15,15,10,992,6.40312,5.99945,1549,86,36,69,464,110,1.3636
25114,boardgame,Die Sulen von Venedig,2006,2,6,45,45,45,10,555,6.6325,5.9985,521,24,58,140,201,65,2.3231
21985,boardgame,Giro Galoppo,2006,2,5,30,30,30,6,493,6.70688,5.99838,640,14,79,197,248,71,1.1972
25727,boardgame,Lock 'n Load: A Day of Heroes,2008,1,2,90,90,90,12,247,7.66559,5.99781,613,16,70,159,106,47,2.766
235,boardgame,Blackbeard,1991,1,4,180,180,180,12,1194,6.34039,5.99734,2259,153,44,132,554,151,3.1921
23950,boardgame,Viktory II,2006,2,8,60,60,60,10,395,6.96612,5.99678,496,22,120,333,227,84,2.3929
225,boardgame,Icehouse,1989,3,5,20,20,20,8,578,6.67085,5.99667,1288,22,80,201,294,47,2.5957
283,boardgame,Advanced Third Reich,1992,2,6,2480,2480,2480,12,591,6.70834,5.99657,1219,86,30,53,285,107,4.5234
26235,boardgame,Pick & Pack,2007,2,2,20,20,20,8,622,6.54626,5.99642,714,46,30,108,225,67,1.8806
148943,boardgame,Coup: Rebellion G54,2014,3,6,15,15,15,12,220,7.57009,5.99611,523,11,75,294,118,19,1.6842
30,boardgame,Dark Tower,1981,1,4,90,90,90,10,939,6.56229,5.99611,1117,48,131,285,489,88,1.8182
2228,boardgame,War of the Ring,1977,2,3,180,180,180,12,742,6.52332,5.99601,1638,80,67,132,346,91,3.3956
34004,boardgame,Big Points,2008,2,5,20,20,20,8,710,6.48941,5.99496,690,20,33,79,224,63,1.3651
6927,boardgame,Hornet Leader,1991,1,2,30,30,30,12,262,7.40724,5.99478,525,23,34,90,103,44,2.6136
154906,boardgame,Isle of Trains,2014,2,4,45,45,45,13,300,7.15915,5.99468,984,24,68,233,100,31,2
12896,boardgame,La Bataille des Quatre Bras,1991,1,2,0,0,0,12,207,7.85556,5.99445,687,18,23,57,80,35,3.9143
935,boardgame,Australian Rails,1994,2,6,240,180,240,10,411,6.90366,5.99443,629,23,33,46,169,47,2.6383
125311,boardgame,Niya,2012,2,2,10,10,10,7,444,6.79494,5.99437,903,12,38,175,107,29,1.3103
169611,boardgame,Love Letter: The Hobbit  The Battle of the Five Armies,2015,2,4,30,20,30,8,304,7.24572,5.99424,850,10,13,56,62,21,1.4286
18746,boardgame,Gustav Adolf the Great: With God and Victorious Arms,2006,1,2,300,300,300,12,201,7.8204,5.99423,795,14,55,96,86,45,3.6889
106999,boardgame,Coney Island,2011,2,4,60,60,60,10,587,6.5629,5.99406,849,54,51,164,172,54,2.4815
10156,boardgame,The Russian Campaign (fourth edition),2003,2,4,240,240,240,12,240,7.58649,5.99385,439,9,76,109,127,39,2.9744
3632,boardgame,Too Many Cooks,2002,2,5,30,30,30,10,914,6.36345,5.99384,1198,61,24,93,340,102,1.402
152237,boardgame,Pairs,2014,2,8,15,15,15,0,701,6.50765,5.99374,1866,29,23,120,246,70,1.1286
3661,boardgame,Imperium,1977,2,2,180,180,180,12,431,6.84723,5.99355,1007,27,43,74,197,68,2.6765
68858,boardgame,Tanto Cuore: Expanding the House,2010,2,4,45,45,45,12,240,7.65562,5.99318,706,10,36,111,60,18,2.1667
64826,boardgame,Moongha Invaders: Mad Scientists and Atomic Monsters Attack the Earth!,2010,3,4,90,90,90,10,323,7.0744,5.99257,484,18,130,317,205,34,2.7059
63167,boardgame,Undermining,2011,2,5,45,45,45,8,624,6.54915,5.99146,771,55,57,276,220,63,1.873
3408,boardgame,This Accursed Civil War,2002,2,2,240,240,240,12,225,7.55911,5.99125,613,10,65,132,113,52,3.4615
4112,boardgame,Hex,1942,2,2,20,20,20,8,447,6.84207,5.99098,365,5,20,131,216,45,2.8
859,boardgame,Illuminati,1982,2,6,120,60,120,12,2138,6.21071,5.99088,2736,101,29,141,603,211,2.4929
6707,boardgame,Age of Mythology: The Boardgame,2003,2,4,180,180,180,10,2800,6.18277,5.99072,3988,438,54,231,1200,366,2.9399
129122,boardgame,Band of Brothers:  Ghost Panzer,2013,2,2,90,90,90,8,152,8.39605,5.99055,501,21,92,202,86,19,2.6316
27165,boardgame,Age of Discovery,2007,2,4,45,45,45,10,772,6.44271,5.99012,1148,105,20,105,319,111,2.4144
364,boardgame,Samarkand,1980,2,5,30,30,30,9,687,6.48452,5.98993,822,37,61,95,273,76,1.9605
62225,boardgame,Infidel,2011,1,2,120,120,120,0,223,7.53341,5.98991,731,7,72,180,82,42,2.9286
67181,boardgame,PIX,2012,4,9,30,30,30,8,437,6.77406,5.98991,594,10,43,165,93,16,1.4375
20865,boardgame,Bolide,2005,2,8,120,120,120,14,613,6.56056,5.98953,875,83,48,140,328,96,2.7292
8147,boardgame,Maka Bana,2003,2,6,60,45,60,10,551,6.64576,5.98677,713,13,46,118,150,63,2.0476
22347,boardgame,Pecking Order,1998,2,2,10,10,10,8,760,6.43248,5.98676,1125,178,21,87,342,90,1.3444
47046,boardgame,Gambit 7,2008,3,21,15,15,15,7,453,6.7281,5.98656,496,13,19,69,124,29,1.0345
110,boardgame,Auf Achse,1987,2,6,60,60,60,8,1138,6.29919,5.98655,1583,68,131,255,411,119,1.9748
38318,boardgame,Start Player,2008,2,99,1,1,1,14,671,6.49088,5.9865,1302,24,35,126,257,69,1
32382,boardgame,Gipsy King,2007,2,5,30,30,30,8,563,6.58238,5.98616,520,26,39,96,235,68,1.8529
173442,boardgame,Glenn Drover's Empires: Age of Discovery  Deluxe Edition,2015,2,6,150,50,150,10,140,8.38157,5.98558,581,5,40,216,66,17,3.0588
33468,boardgame,Zombie in my Pocket,2007,1,1,5,5,5,11,1303,6.32729,5.9854,1822,24,11,219,568,197,1.3046
123576,boardgame,Sheepland,2012,2,4,30,30,30,8,517,6.79675,5.98528,616,19,40,150,116,39,1.8974
120605,boardgame,Neuroshima: Convoy,2012,2,2,30,30,30,10,395,6.93949,5.98495,889,57,55,298,112,32,2.6875
58099,boardgame,Granada,2009,2,6,60,45,60,8,337,6.97027,5.98465,589,28,32,97,119,26,2.2308
18243,boardgame,Parthenon: Rise of the Aegean,2005,3,6,120,120,120,12,824,6.40869,5.98457,1010,115,37,130,441,140,3.0143
2876,boardgame,Mage Knight Dungeons,2002,2,4,60,60,60,10,616,6.64004,5.98449,1043,74,40,90,242,63,2.4762
27385,boardgame,Alchemist,2007,2,5,50,50,50,10,1089,6.29094,5.98414,1105,76,45,198,369,112,2.25
3413,boardgame,Saratoga,1998,2,2,180,180,180,12,307,7.10334,5.98414,924,38,32,69,162,43,2.5116
3593,boardgame,Star Wars: Star Warriors,1987,2,6,120,120,120,12,415,6.91574,5.98408,972,52,53,108,173,59,3.1695
63170,boardgame,1817,2010,3,7,360,360,360,0,120,8.7525,5.98406,112,0,73,124,65,31,4.7097
27969,boardgame,"A Most Dangerous Time: Japan in Chaos, 1570-1584",2009,2,4,240,240,240,12,248,7.42258,5.98406,853,27,60,227,145,50,3.12
128664,boardgame,Timeline,2012,2,8,15,15,15,8,646,6.49915,5.98321,736,11,18,68,126,44,1.1818
66120,boardgame,Zooloretto Mini,2010,2,5,30,30,30,7,333,6.98168,5.98304,622,19,72,158,95,23,1.3043
42306,boardgame,Wings of War: WW2 Deluxe set,2009,2,4,45,45,45,8,279,7.2866,5.98296,545,15,41,95,84,25,2.36
1209,boardgame,Pax Britannica,1985,4,7,300,300,300,12,591,6.64602,5.98292,1156,69,44,80,222,96,3.8438
74,boardgame,Apples to Apples,1999,4,10,30,30,30,12,12694,6.08733,5.98276,16236,665,56,457,4150,1332,1.1712
8166,boardgame,Anno 1503,2003,2,4,90,90,90,10,1050,6.3246,5.98274,1478,101,29,108,393,133,2.3759
45134,boardgame,Arcana,2009,2,4,60,60,60,13,1440,6.23617,5.98269,2617,258,62,357,503,137,2.0584
7571,boardgame,Winds Of Plunder,2007,3,5,120,120,120,10,666,6.48934,5.98262,882,84,44,139,317,112,2.3661
135116,boardgame,Seventh Hero,2012,3,5,30,20,30,8,559,6.59925,5.98243,1198,65,40,152,154,43,1.5116
142063,boardgame,Deadzone,2013,2,4,60,60,60,12,200,7.9317,5.98229,668,26,35,101,71,26,2.7692
134520,boardgame,Phantom Leader Deluxe,2013,1,1,30,30,30,12,164,8.28262,5.98184,477,12,74,205,66,26,2.7308
146725,boardgame,Golem Arcana,2014,2,8,45,45,45,14,291,7.50811,5.98152,686,26,39,183,97,43,2.814
8829,boardgame,Nobody is Perfect,1992,3,6,45,45,45,14,383,6.90862,5.98142,530,12,2,27,62,32,1.7188
23890,boardgame,Der schwarze Pirat,2006,2,4,15,15,15,5,490,6.68871,5.9814,793,28,100,216,203,46,1.1304
2381,boardgame,Scattergories,1988,2,6,30,30,30,12,4743,6.11776,5.98054,7376,207,9,98,1222,380,1.4132
